subject_id,str_GoPro_ts,end_GoPro_ts,str_GoPro_frame,end_GoPro_frame,str_SMI_w_ts,end_SMI_w_ts,str_SMI_w_frame,end_SMI_w_frame,str_SMI_wo_ts,end_SMI_wo_ts,str_SMI_wo_frame,end_SMI_wo_frame,error_label_main,error_label_sub,action_label
27,00:11:22:29,00:11:26:01,40909,41120,00:11:55:13,00:11:58:29,21463,21569,00:11:56:00,00:11:59:13,17184,17269,1,-1,9
27,00:11:33:06,00:11:37:32,41545,41811,00:12:06:02,00:12:10:15,21782,21915,00:12:06:15,00:12:11:02,17439,17546,1,-1,9
27,00:11:49:57,00:12:01:49,42555,43266,00:12:22:27,00:12:34:23,22287,22643,00:12:23:12,00:12:35:09,17844,18129,1,-1,9
27,00:12:08:40,00:12:09:40,43677,43737,00:12:41:19,00:12:42:19,22849,22879,00:12:42:06,00:12:43:06,18294,18318,1,-1,9
28,00:04:00:24,00:04:07:52,14410,14858,00:04:40:27,00:04:48:11,8427,8651,00:04:40:06,00:04:47:17,6726,6905,2,-1,0
28,00:04:30:03,00:04:33:21,16187,16385,00:05:10:16,00:05:13:25,9316,9415,00:05:09:21,00:05:13:04,7437,7516,3,-1,2
28,00:04:55:00,00:04:59:03,17683,17925,00:05:35:15,00:05:39:16,10065,10186,00:05:34:20,00:05:38:21,8036,8133,3,-1,2
28,00:05:07:29,00:05:17:39,18431,19040,00:05:47:29,00:05:58:04,10439,10744,00:05:47:07,00:05:57:11,8335,8579,3,-1,2
28,00:05:45:46,00:05:52:57,20726,21156,00:06:26:08,00:06:33:13,11588,11803,00:06:25:14,00:06:32:18,9254,9426,2,-1,3
28,00:07:20:11,00:07:30:37,26385,27010,00:08:00:20,00:08:11:03,14420,14733,00:08:00:00,00:08:10:10,11520,11770,2,-1,3
28,00:07:28:40,00:07:30:33,26893,27006,00:08:09:04,00:08:11:01,14674,14731,00:08:08:11,00:08:10:08,11723,11768,1,-1,3
28,00:07:35:07,00:07:37:39,27280,27432,00:08:15:18,00:08:18:04,14868,14944,00:08:14:22,00:08:17:11,11878,11939,1,-1,3
28,00:07:42:01,00:07:44:20,27694,27832,00:08:22:15,00:08:24:24,15075,15144,00:08:21:19,00:08:24:03,12043,12099,1,-1,3
28,00:07:46:14,00:07:50:13,27946,28185,00:08:26:21,00:08:30:21,15201,15321,00:08:26:00,00:08:30:00,12144,12240,1,-1,3
28,00:08:40:23,00:09:14:08,31192,33215,00:09:20:26,00:09:54:18,16826,17838,00:09:20:04,00:09:53:21,13444,14253,2,-1,5
28,00:09:42:30,00:09:45:06,34915,35071,00:10:22:29,00:10:25:17,18689,18767,00:10:22:06,00:10:24:20,14934,14996,1,-1,3
28,00:09:54:25,00:10:02:12,35630,36096,00:10:34:27,00:10:42:20,19047,19280,00:10:34:04,00:10:41:23,15220,15407,2,-1,1
28,00:09:45:14,00:10:17:48,35079,37031,00:10:25:21,00:10:58:08,18771,19748,00:10:24:23,00:10:57:13,14999,15781,2,-1,5
28,00:10:24:30,00:10:57:42,37433,39423,00:11:04:29,00:11:38:05,19949,20945,00:11:04:06,00:11:37:10,15942,16738,2,-1,1
28,00:12:41:35,00:12:50:22,45649,46176,00:13:22:01,00:13:30:25,24061,24325,00:13:21:06,00:13:30:02,19230,19442,2,-1,3
28,00:12:47:18,00:12:50:00,45992,46154,00:13:27:23,00:13:30:14,24233,24314,00:13:27:00,00:13:29:17,19368,19433,0,-1,3
28,00:12:57:32,00:13:05:22,46606,47075,00:13:38:00,00:13:45:25,24540,24775,00:13:37:06,00:13:45:02,19614,19802,2,-1,1
28,00:13:16:03,00:13:16:07,47715,47719,00:13:56:15,00:13:56:17,25095,25097,00:13:55:17,00:13:55:19,20057,20059,4,-1,0
28,00:13:32:17,00:13:37:53,48688,49024,00:14:12:22,00:14:18:10,25582,25750,00:14:11:23,00:14:17:13,20447,20581,0,-1,2
28,00:15:15:01,00:15:33:41,54846,55965,00:15:55:14,00:16:14:04,28664,29224,00:15:54:16,00:16:13:08,22912,23360,3,-1,2
28,00:15:46:53,00:15:50:23,56756,56966,00:16:27:10,00:16:30:25,29620,29725,00:16:26:13,00:16:30:01,23677,23761,3,-1,2
28,00:15:51:41,00:15:52:59,57044,57122,00:16:32:04,00:16:33:13,29764,29803,00:16:31:08,00:16:32:15,23792,23823,3,-1,2
28,00:15:57:29,00:16:03:39,57392,57761,00:16:37:28,00:16:44:03,29938,30123,00:16:37:03,00:16:43:07,23931,24079,0,-1,2
28,00:16:07:49,00:16:12:03,58011,58265,00:16:48:08,00:16:52:15,30248,30375,00:16:47:11,00:16:51:16,24179,24280,0,-1,2
28,00:16:17:47,00:16:27:41,58608,59202,00:16:58:07,00:17:08:04,30547,30844,00:16:57:10,00:17:07:08,24418,24656,0,-1,2
28,00:16:15:09,00:16:27:29,58451,59190,00:16:55:18,00:17:07:28,30468,30838,00:16:54:19,00:17:07:03,24355,24651,3,-1,2
28,00:16:57:25,00:16:59:37,60984,61116,00:17:37:26,00:17:40:02,31736,31802,00:17:37:01,00:17:39:06,25369,25422,0,-1,3
28,00:17:11:07,00:17:12:49,61805,61907,00:17:51:17,00:17:53:08,32147,32198,00:17:50:18,00:17:52:11,25698,25739,6,-1,1
28,00:17:12:55,00:17:14:35,61913,62013,00:17:53:11,00:17:55:01,32201,32251,00:17:52:13,00:17:54:05,25741,25781,1,-1,3
28,00:17:18:03,00:17:21:35,62221,62433,00:17:58:15,00:18:02:01,32355,32461,00:17:57:16,00:18:01:05,25864,25949,1,-1,3
28,00:17:28:55,00:17:31:17,62872,63014,00:18:09:11,00:18:11:22,32681,32752,00:18:08:13,00:18:10:22,26125,26182,1,-1,1
28,00:18:08:15,00:18:18:28,65230,65842,00:18:48:22,00:18:58:28,33862,34168,00:18:47:21,00:18:58:01,27069,27313,3,-1,3
28,00:19:04:18,00:19:46:00,68589,71089,00:19:44:23,00:20:26:14,35543,36794,00:19:43:21,00:20:25:14,28413,29414,2,-1,1
28,00:19:40:12,00:19:50:13,70741,71342,00:20:20:20,00:20:30:21,36620,36921,00:20:19:18,00:20:29:19,29274,29515,1,-1,3
28,00:19:50:57,00:19:54:10,71386,71578,00:20:31:13,00:20:34:19,36943,37039,00:20:30:13,00:20:33:18,29533,29610,0,-1,3
28,00:19:59:42,00:20:31:26,71910,73812,00:20:40:05,00:21:11:27,37205,38157,00:20:39:06,00:21:11:00,29742,30504,2,-1,1
28,00:20:02:14,00:20:31:30,72062,73816,00:20:42:21,00:21:11:29,37281,38159,00:20:41:19,00:21:11:01,29803,30505,0,-1,1
28,00:20:43:42,00:21:38:46,74547,77848,00:21:24:05,00:22:19:07,38525,40177,00:21:23:06,00:22:18:07,30798,32119,2,-1,5
28,00:21:14:03,00:21:34:20,76366,77582,00:21:54:15,00:22:14:24,39435,40044,00:21:53:14,00:22:13:21,31526,32013,1,-1,3
28,00:21:42:36,00:21:48:59,78078,78460,00:22:23:02,00:22:29:13,40292,40483,00:22:22:03,00:22:28:12,32211,32364,0,-1,3
28,00:21:50:40,00:21:59:44,78561,79105,00:22:31:04,00:22:40:06,40534,40806,00:22:30:05,00:22:39:06,32405,32622,2,-1,1
28,00:21:51:38,00:21:56:06,78619,78887,00:22:32:03,00:22:36:17,40563,40697,00:22:31:04,00:22:35:15,32428,32535,0,-1,1
28,00:22:01:04,00:22:02:02,79185,79243,00:22:41:16,00:22:42:15,40846,40875,00:22:40:14,00:22:41:14,32654,32678,1,-1,1
28,00:23:28:41,00:24:56:51,84436,89721,00:24:09:04,00:25:37:09,43474,46119,00:24:08:04,00:25:36:08,34756,36872,2,-1,5
28,00:23:50:25,00:23:53:34,85739,85928,00:24:30:26,00:24:34:01,44126,44221,00:24:29:22,00:24:33:02,35278,35354,1,-1,1
28,00:24:36:07,00:25:03:14,88478,90104,00:25:16:17,00:25:43:21,45497,46311,00:25:15:14,00:25:42:17,36374,37025,1,-1,2
28,00:25:07:17,00:25:07:39,90346,90368,00:25:47:22,00:25:48:03,46432,46443,00:25:46:18,00:25:47:03,37122,37131,1,-1,1
28,00:25:08:09,00:25:21:30,90398,91199,00:25:48:18,00:26:01:29,46458,46859,00:25:47:15,00:26:01:00,37143,37464,3,-1,0
28,00:25:13:59,00:25:24:37,90748,91385,00:25:54:13,00:26:05:02,46633,46952,00:25:53:11,00:26:04:02,37283,37538,1,-1,0
28,00:25:22:29,00:25:24:03,91257,91351,00:26:02:28,00:26:04:15,46888,46935,00:26:01:23,00:26:03:12,37487,37524,0,-1,3
28,00:25:42:37,00:25:48:09,92464,92796,00:26:23:02,00:26:28:18,47492,47658,00:26:22:02,00:26:27:15,37970,38103,1,-1,1
28,00:25:50:11,00:25:50:51,92918,92958,00:26:30:19,00:26:31:09,47719,47739,00:26:29:16,00:26:30:08,38152,38168,1,-1,1
28,00:25:53:11,00:25:54:15,93098,93162,00:26:33:19,00:26:34:21,47809,47841,00:26:32:16,00:26:33:17,38224,38249,1,-1,1
28,00:25:55:51,00:25:58:03,93257,93389,00:26:36:09,00:26:38:15,47889,47955,00:26:35:08,00:26:37:12,38288,38340,1,-1,1
28,00:26:55:59,00:28:15:00,96862,101598,00:27:36:13,00:28:55:13,49693,52063,00:27:35:10,00:28:54:10,39730,41626,2,-1,8
28,00:28:40:05,00:31:13:38,103102,112305,00:29:20:16,00:31:54:02,52816,57422,00:29:19:12,00:31:53:00,42228,45912,2,-1,8
28,00:31:03:28,00:31:06:30,111696,111878,00:31:43:27,00:31:46:28,57117,57208,00:31:42:20,00:31:45:21,45668,45741,0,-1,8
28,00:32:03:55,00:32:10:08,115319,115692,00:32:44:10,00:32:50:17,58930,59117,00:32:43:06,00:32:49:12,47118,47268,1,-1,9
28,00:32:35:47,00:32:38:29,117229,117391,00:33:16:06,00:33:18:27,59886,59967,00:33:15:03,00:33:17:20,47883,47948,1,-1,9
28,00:32:58:26,00:32:59:48,118587,118669,00:33:38:26,00:33:40:07,60566,60607,00:33:37:19,00:33:39:03,48427,48459,1,-1,9
28,00:33:30:21,00:34:06:47,120500,122684,00:34:10:23,00:34:47:06,61523,62616,00:34:09:16,00:34:46:02,49192,50066,1,-1,9
28,00:34:07:20,00:34:09:52,122717,122869,00:34:47:23,00:34:50:09,62633,62709,00:34:46:16,00:34:49:05,50080,50141,1,-1,9
28,00:34:32:39,00:34:43:58,124234,124913,00:35:13:02,00:35:24:12,63392,63732,00:35:11:23,00:35:23:07,50687,50959,1,-1,9
28,00:34:44:30,00:34:45:33,124945,125007,00:35:24:28,00:35:25:29,63748,63779,00:35:23:20,00:35:24:20,50972,50996,1,-1,9
29,00:00:56:24,00:00:58:40,3381,3517,00:01:02:17,00:01:04:25,1877,1945,00:01:02:08,00:01:04:14,1496,1550,2,-1,6
29,00:02:18:05,00:02:19:17,8277,8349,00:02:24:07,00:02:25:13,4327,4363,00:02:24:02,00:02:25:07,3458,3487,3,-1,2
29,00:02:47:54,00:02:53:55,10064,10425,00:02:54:02,00:03:00:02,5222,5402,00:02:53:23,00:03:00:00,4175,4320,3,-1,2
29,00:02:58:59,00:03:01:32,10729,10882,00:03:05:04,00:03:07:21,5554,5631,00:03:05:01,00:03:07:15,4441,4503,2,-1,3
29,00:03:05:01,00:03:11:26,11090,11475,00:03:11:05,00:03:17:18,5735,5928,00:03:11:02,00:03:17:13,4586,4741,2,-1,3
29,00:03:56:28,00:04:01:57,14174,14503,00:04:02:18,00:04:08:03,7278,7443,00:04:02:15,00:04:08:03,5823,5955,3,-1,2
29,00:04:06:21,00:04:07:49,14767,14855,00:04:12:15,00:04:13:29,7575,7619,00:04:12:12,00:04:14:00,6060,6096,0,-1,2
29,00:04:08:46,00:04:45:28,14912,17111,00:04:14:28,00:04:51:18,7648,8748,00:04:14:23,00:04:51:16,6119,7000,0,-1,2
29,00:05:01:37,00:05:11:35,18079,18677,00:05:07:22,00:05:17:22,9232,9532,00:05:07:20,00:05:17:20,7388,7628,0,-1,2
29,00:05:12:45,00:05:14:45,18747,18867,00:05:18:27,00:05:20:27,9567,9627,00:05:19:00,00:05:21:00,7656,7704,3,-1,2
29,00:05:22:05,00:05:22:48,19306,19349,00:05:28:06,00:05:28:28,9846,9868,00:05:28:08,00:05:29:02,7880,7898,0,-1,3
29,00:05:29:02,00:05:29:49,19723,19770,00:05:35:05,00:05:35:29,10055,10079,00:05:35:07,00:05:36:02,8047,8066,0,-1,3
29,00:05:33:41,00:05:41:23,20002,20463,00:05:39:25,00:05:47:15,10195,10425,00:05:39:23,00:05:47:16,8159,8344,2,-1,11
29,00:07:25:31,00:07:39:40,26705,27553,00:07:31:19,00:07:45:24,13549,13974,00:07:31:23,00:07:46:03,10847,11187,3,-1,9
