subject_id,str_GoPro_ts,end_GoPro_ts,str_GoPro_frame,end_GoPro_frame,str_SMI_w_ts,end_SMI_w_ts,str_SMI_w_frame,end_SMI_w_frame,str_SMI_wo_ts,end_SMI_wo_ts,str_SMI_wo_frame,end_SMI_wo_frame,action_label
16,00:12:11:17,00:12:43:42,43834,45777,00:14:05:13,00:14:37:25,25363,26335,00:14:05:04,00:14:37:15,20284,21063,9
16,00:12:45:22,00:12:46:23,45877,45938,00:14:39:15,00:14:40:16,26385,26416,00:14:39:07,00:14:40:08,21103,21128,9
16,00:12:47:39,00:12:49:52,46014,46146,00:14:41:24,00:14:44:00,26454,26520,00:14:41:14,00:14:43:19,21158,21211,9
16,00:12:50:06,00:12:53:22,46160,46356,00:14:44:07,00:14:47:15,26527,26625,00:14:44:00,00:14:47:07,21216,21295,9
16,00:12:53:42,00:13:10:18,46376,47371,00:14:47:25,00:15:04:13,26635,27133,00:14:47:15,00:15:04:06,21303,21702,4
16,00:13:16:04,00:13:57:47,47717,50217,00:15:10:06,00:15:51:27,27306,28557,00:15:10:00,00:15:51:18,21840,22842,9
16,00:13:19:08,00:13:26:20,47901,48332,00:15:13:08,00:15:20:14,27398,27614,00:15:13:02,00:15:20:07,21914,22087,4
16,00:13:32:34,00:13:40:57,48706,49208,00:15:26:21,00:15:35:02,27801,28052,00:15:26:13,00:15:34:22,22237,22438,4
16,00:13:44:30,00:13:45:58,49421,49509,00:15:38:19,00:15:40:03,28159,28203,00:15:38:11,00:15:39:22,22523,22558,4
16,00:13:52:24,00:13:58:41,49895,50271,00:15:46:16,00:15:52:24,28396,28584,00:15:46:09,00:15:52:15,22713,22863,4
16,00:14:04:26,00:14:23:04,50616,51733,00:15:58:17,00:16:17:06,28757,29316,00:15:58:10,00:16:17:02,23002,23450,9
16,00:14:25:24,00:14:29:13,51873,52101,00:16:19:16,00:16:23:10,29386,29500,00:16:19:10,00:16:23:05,23506,23597,9
16,00:14:34:53,00:14:45:19,52441,53066,00:16:29:00,00:16:39:13,29670,29983,00:16:28:21,00:16:39:08,23733,23984,4
16,00:14:48:51,00:14:51:01,53278,53408,00:16:42:29,00:16:45:04,30089,30154,00:16:42:21,00:16:45:01,24069,24121,4
16,00:14:54:59,00:15:15:14,53646,54860,00:16:49:03,00:17:09:11,30273,30881,00:16:49:00,00:17:09:07,24216,24703,9
16,00:15:19:49,00:15:38:21,55134,56245,00:17:13:28,00:17:32:14,31018,31574,00:17:13:20,00:17:32:10,24812,25258,9
16,00:15:42:29,00:16:06:51,56493,57954,00:17:36:18,00:18:00:29,31698,32429,00:17:36:13,00:18:00:22,25357,25942,9
16,00:16:11:07,00:16:27:50,58209,59211,00:18:05:07,00:18:21:28,32557,33058,00:18:05:05,00:18:21:22,26045,26446,9
16,00:16:28:14,00:16:34:03,59235,59584,00:18:22:10,00:18:28:06,33070,33246,00:18:22:07,00:18:28:03,26455,26595,4
17,00:00:11:14,00:00:52:35,674,3152,00:01:39:20,00:02:21:02,2990,4232,00:01:38:20,00:02:20:04,2372,3364,4
17,00:00:58:59,00:01:11:45,3536,4301,00:02:27:14,00:02:40:08,4424,4808,00:02:26:14,00:02:39:08,3518,3824,7
17,00:01:11:49,00:01:21:06,4305,4862,00:02:40:10,00:02:49:19,4810,5089,00:02:39:10,00:02:48:17,3826,4049,10
17,00:01:21:28,00:01:22:04,4884,4920,00:02:50:00,00:02:50:18,5100,5118,00:02:49:01,00:02:49:16,4057,4072,6
17,00:01:22:26,00:01:27:42,4942,5257,00:02:50:29,00:02:56:07,5129,5287,00:02:50:01,00:02:55:07,4081,4207,8
17,00:01:23:25,00:02:26:43,5001,8795,00:02:51:29,00:03:55:10,5159,7060,00:02:51:01,00:03:54:08,4105,5624,6
17,00:02:30:17,00:02:41:45,9009,9696,00:03:58:27,00:04:10:11,7167,7511,00:03:57:22,00:04:09:09,5710,5985,10
17,00:02:43:23,00:03:05:48,9794,11137,00:04:12:00,00:04:34:14,7560,8234,00:04:11:00,00:04:33:10,6024,6562,0
17,00:03:07:40,00:03:42:07,11249,13314,00:04:36:10,00:05:10:24,8290,9324,00:04:35:07,00:05:09:17,6607,7433,2
17,00:03:47:28,00:03:55:51,13635,14137,00:05:16:05,00:05:24:16,9485,9736,00:05:15:02,00:05:23:11,7562,7763,0
17,00:03:56:28,00:04:50:16,14174,17399,00:05:25:06,00:06:19:01,9756,11371,00:05:24:02,00:06:17:22,7778,9070,2
17,00:04:50:18,00:04:54:00,17401,17623,00:06:19:02,00:06:22:24,11372,11484,00:06:17:22,00:06:21:15,9070,9159,3
17,00:04:58:23,00:05:10:23,17886,18605,00:06:27:06,00:06:39:06,11616,11976,00:06:26:01,00:06:38:00,9265,9552,3
17,00:05:13:39,00:05:39:12,18801,20332,00:06:42:14,00:07:08:01,12074,12841,00:06:41:07,00:07:06:20,9631,10244,4
17,00:05:45:42,00:05:47:22,20722,20822,00:07:14:16,00:07:16:06,13036,13086,00:07:13:08,00:07:15:00,10400,10440,3
17,00:05:48:59,00:05:54:00,20919,21219,00:07:17:26,00:07:22:26,13136,13286,00:07:16:15,00:07:21:15,10479,10599,3
17,00:05:57:04,00:06:09:39,21403,22157,00:07:25:28,00:07:38:16,13378,13756,00:07:24:17,00:07:37:07,10673,10975,3
17,00:06:12:07,00:06:18:53,22305,22711,00:07:41:00,00:07:47:23,13830,14033,00:07:39:18,00:07:46:12,11034,11196,3
17,00:06:22:42,00:06:27:17,22940,23214,00:07:51:18,00:07:56:05,14148,14285,00:07:50:08,00:07:54:22,11288,11398,11
17,00:06:29:32,00:06:42:16,23349,24112,00:07:58:13,00:08:11:05,14353,14735,00:07:57:04,00:08:09:22,11452,11758,3
17,00:06:51:35,00:06:56:45,24671,24981,00:08:20:16,00:08:25:21,15016,15171,00:08:19:06,00:08:24:10,11982,12106,3
17,00:06:58:38,00:07:18:41,25093,26295,00:08:27:17,00:08:47:19,15227,15829,00:08:26:06,00:08:46:08,12150,12632,4
17,00:09:45:23,00:10:10:52,35088,36616,00:11:14:16,00:11:40:01,20236,21001,00:11:13:01,00:11:38:13,16153,16765,5
17,00:10:10:52,00:10:14:41,36616,36845,00:11:40:01,00:11:43:26,21001,21116,00:11:38:13,00:11:42:09,16765,16857,1
17,00:10:21:50,00:10:23:54,37273,37397,00:11:51:00,00:11:53:02,21330,21392,00:11:49:12,00:11:51:14,17028,17078,1
17,00:10:26:07,00:10:27:47,37530,37630,00:11:55:09,00:11:56:29,21459,21509,00:11:53:19,00:11:55:11,17131,17171,1
17,00:10:31:03,00:10:32:45,37826,37928,00:12:00:08,00:12:01:29,21608,21659,00:11:58:18,00:12:00:10,17250,17290,1
17,00:10:34:53,00:11:05:37,38055,39898,00:12:04:03,00:12:34:26,21723,22646,00:12:02:14,00:12:33:08,17342,18080,8
17,00:11:16:47,00:12:14:45,40567,44042,00:12:46:01,00:13:44:02,22981,24722,00:12:44:11,00:13:42:11,18347,19739,9
17,00:12:17:21,00:12:51:38,44197,46252,00:13:46:20,00:14:21:00,24800,25830,00:13:45:01,00:14:19:08,19801,20624,9
17,00:12:54:28,00:13:14:55,46422,47648,00:14:23:25,00:14:44:09,25915,26529,00:14:22:04,00:14:42:15,20692,21183,9
17,00:13:17:25,00:13:54:45,47798,50036,00:14:46:25,00:15:24:06,26605,27726,00:14:45:03,00:15:22:11,21243,22139,9
18,00:00:14:55,00:00:59:35,895,3572,00:01:24:21,00:02:09:12,2541,3882,00:01:23:23,00:02:08:15,2015,3087,4
18,00:01:06:59,00:01:23:50,4015,5025,00:02:16:24,00:02:33:20,4104,4610,00:02:16:00,00:02:32:21,3264,3669,7
18,00:01:24:20,00:01:46:09,5055,6363,00:02:34:05,00:02:56:00,4625,5280,00:02:33:09,00:02:55:05,3681,4205,10
18,00:01:48:01,00:02:11:20,6475,7873,00:02:57:26,00:03:21:07,5336,6037,00:02:57:01,00:03:20:09,4249,4809,6
18,00:02:11:22,00:02:35:24,7875,9315,00:03:21:08,00:03:45:09,6038,6759,00:03:20:10,00:03:44:11,4810,5387,0
18,00:02:35:40,00:02:54:19,9331,10449,00:03:45:17,00:04:04:07,6767,7327,00:03:44:17,00:04:03:09,5393,5841,0
18,00:02:56:19,00:02:59:33,10569,10763,00:04:06:07,00:04:09:14,7387,7484,00:04:05:09,00:04:08:14,5889,5966,10
18,00:03:13:43,00:05:24:53,11612,19474,00:04:23:19,00:06:34:28,7909,11848,00:04:22:18,00:06:33:23,6306,9455,2
18,00:05:35:09,00:06:43:11,20089,24167,00:06:45:06,00:07:53:09,12156,14199,00:06:44:05,00:07:52:06,9701,11334,2
18,00:06:43:41,00:06:47:03,24197,24399,00:07:53:24,00:07:57:05,14214,14315,00:07:52:18,00:07:56:03,11346,11427,3
18,00:06:48:55,00:06:50:01,24511,24577,00:07:59:01,00:08:00:04,14371,14404,00:07:57:23,00:07:59:02,11471,11498,3
18,00:06:52:21,00:06:59:51,24716,25166,00:08:02:14,00:08:09:29,14474,14699,00:08:01:10,00:08:08:22,11554,11734,5
18,00:07:00:25,00:07:09:31,25200,25745,00:08:10:16,00:08:19:19,14716,14989,00:08:09:11,00:08:18:14,11747,11966,1
18,00:07:10:07,00:07:16:44,25781,26178,00:08:20:07,00:08:26:26,15007,15206,00:08:19:04,00:08:25:19,11980,12139,5
18,00:07:17:20,00:07:28:42,26214,26895,00:08:27:14,00:08:38:25,15224,15565,00:08:26:09,00:08:37:18,12153,12426,1
18,00:07:30:10,00:07:34:08,26983,27221,00:08:40:09,00:08:44:08,15609,15728,00:08:39:05,00:08:43:04,12461,12556,5
18,00:07:34:30,00:07:43:56,27243,27808,00:08:44:19,00:08:54:02,15739,16022,00:08:43:13,00:08:53:00,12565,12792,1
18,00:07:45:44,00:07:50:11,27916,28183,00:08:55:26,00:09:00:10,16076,16210,00:08:54:19,00:08:59:06,12835,12942,5
18,00:07:50:41,00:07:59:41,28213,28752,00:09:00:25,00:09:09:25,16225,16495,00:08:59:18,00:09:08:18,12954,13170,1
18,00:07:59:53,00:08:03:41,28764,28992,00:09:10:01,00:09:13:25,16501,16615,00:09:08:23,00:09:12:18,13175,13266,9
18,00:08:04:35,00:08:10:29,29046,29400,00:09:14:22,00:09:20:19,16642,16819,00:09:13:15,00:09:19:13,13287,13429,1
18,00:08:10:44,00:08:11:34,29415,29465,00:09:20:27,00:09:21:22,16827,16852,00:09:19:19,00:09:20:15,13435,13455,9
18,00:08:11:26,00:08:28:34,29457,30484,00:09:21:18,00:09:38:23,16848,17363,00:09:20:12,00:09:37:15,13452,13863,3
18,00:08:36:58,00:08:57:09,30987,32197,00:09:47:05,00:10:07:11,17615,18221,00:09:46:01,00:10:06:05,14065,14549,3
18,00:09:00:43,00:09:24:51,32411,33857,00:10:10:28,00:10:35:02,18328,19052,00:10:09:19,00:10:33:22,14635,15214,3
18,00:09:19:02,00:09:27:11,33509,33997,00:10:29:08,00:10:37:12,18878,19122,00:10:28:03,00:10:36:06,15075,15270,1
18,00:09:32:08,00:09:34:44,34294,34450,00:10:42:11,00:10:44:29,19271,19349,00:10:41:05,00:10:43:19,15389,15451,1
18,00:09:32:24,00:10:11:44,34310,36667,00:10:42:19,00:11:22:00,19279,20460,00:10:41:11,00:11:20:19,15395,16339,3
18,00:10:18:11,00:10:32:43,37054,37925,00:11:28:14,00:11:43:00,20654,21090,00:11:27:06,00:11:41:19,16494,16843,11
18,00:10:34:07,00:11:17:58,38009,40637,00:11:44:12,00:12:28:08,21132,22448,00:11:43:04,00:12:27:01,16876,17929,3
18,00:11:18:14,00:11:20:30,40653,40789,00:12:28:16,00:12:30:24,22456,22524,00:12:27:07,00:12:29:13,17935,17989,1
18,00:11:25:15,00:11:28:05,41074,41244,00:12:35:17,00:12:38:13,22667,22753,00:12:34:08,00:12:37:04,18104,18172,5
18,00:11:26:31,00:11:36:47,41150,41765,00:12:36:26,00:12:47:04,22706,23014,00:12:35:14,00:12:45:21,18134,18381,3
18,00:11:31:24,00:11:42:41,41442,42119,00:12:41:22,00:12:53:01,22852,23191,00:12:40:11,00:12:51:18,18251,18522,1
18,00:11:42:53,00:11:44:19,42131,42217,00:12:53:07,00:12:54:20,23197,23240,00:12:51:23,00:12:53:09,18527,18561,5
18,00:11:50:21,00:12:36:27,42578,45342,00:13:00:21,00:13:46:25,23421,24805,00:12:59:10,00:13:45:13,18706,19813,3
18,00:12:37:48,00:12:38:32,45422,45466,00:13:48:05,00:13:48:27,24845,24867,00:13:46:21,00:13:47:14,19845,19862,5
18,00:12:37:52,00:13:13:21,45426,47553,00:13:48:07,00:14:23:23,24847,25913,00:13:46:22,00:14:22:10,19846,20698,1
18,00:13:13:41,00:13:15:45,47573,47697,00:14:24:03,00:14:26:05,25923,25985,00:14:22:18,00:14:24:20,20706,20756,9
18,00:13:14:47,00:13:15:25,47639,47677,00:14:25:06,00:14:25:25,25956,25975,00:14:23:20,00:14:24:12,20732,20748,5
18,00:13:19:00,00:13:30:18,47892,48569,00:14:29:13,00:14:40:22,26083,26422,00:14:28:02,00:14:39:09,20834,21105,1
18,00:13:33:04,00:13:45:22,48735,49472,00:14:43:15,00:14:55:24,26505,26874,00:14:42:03,00:14:54:10,21171,21466,1
18,00:13:49:00,00:13:56:55,49690,50165,00:14:59:13,00:15:07:11,26983,27221,00:14:58:02,00:15:06:00,21554,21744,1
18,00:13:56:55,00:14:00:26,50165,50375,00:15:07:11,00:15:10:26,27221,27326,00:15:06:00,00:15:09:12,21744,21828,9
18,00:14:06:59,00:14:09:55,50768,50944,00:15:17:13,00:15:20:11,27523,27611,00:15:16:01,00:15:19:00,21985,22056,5
18,00:14:10:13,00:14:28:12,50962,52040,00:15:20:20,00:15:38:20,27620,28160,00:15:19:07,00:15:37:07,22063,22495,9
18,00:14:28:28,00:14:31:54,52056,52262,00:15:38:28,00:15:42:11,28168,28271,00:15:37:13,00:15:41:00,22501,22584,5
18,00:14:32:45,00:14:52:58,52312,53524,00:15:43:06,00:16:03:14,28296,28904,00:15:41:20,00:16:02:01,22604,23089,9
18,00:14:56:28,00:16:14:26,53734,58407,00:16:06:29,00:17:25:00,29009,31350,00:16:05:13,00:17:23:12,23173,25044,8
18,00:15:00:37,00:15:26:17,53983,55521,00:16:11:04,00:16:36:24,29134,29904,00:16:09:17,00:16:35:09,23273,23889,4
18,00:16:18:29,00:16:20:37,58650,58778,00:17:29:02,00:17:31:06,31472,31536,00:17:27:14,00:17:29:17,25142,25193,9
18,00:16:22:59,00:16:32:51,58920,59511,00:17:33:17,00:17:43:13,31607,31903,00:17:32:02,00:17:41:22,25250,25486,5
18,00:16:32:59,00:17:09:28,59519,61706,00:17:43:17,00:18:20:02,31907,33002,00:17:42:02,00:18:18:13,25490,26365,9
18,00:17:09:16,00:17:10:36,61694,61774,00:18:19:26,00:18:21:06,32996,33036,00:18:18:09,00:18:19:17,26361,26393,5
18,00:17:25:53,00:17:57:07,62690,64562,00:18:36:15,00:19:07:23,33495,34433,00:18:35:00,00:19:06:05,26760,27509,9
18,00:17:57:59,00:18:27:14,64614,66367,00:19:08:19,00:19:37:27,34459,35337,00:19:07:02,00:19:36:08,27530,28232,9
18,00:19:45:50,00:19:49:40,71078,71308,00:20:56:17,00:21:00:12,37697,37812,00:20:54:22,00:20:58:18,30118,30210,8
18,00:19:53:23,00:20:10:07,71531,72534,00:21:04:04,00:21:20:26,37924,38426,00:21:02:12,00:21:19:05,30300,30701,4
18,00:20:13:49,00:21:03:37,72756,75741,00:21:24:17,00:22:14:13,38537,40033,00:21:22:22,00:22:12:17,30790,31985,8
19,00:00:13:27,00:00:32:19,807,1938,00:01:06:28,00:01:25:25,2008,2575,00:01:06:14,00:01:25:11,1598,2051,4
19,00:00:33:19,00:00:52:30,1998,3147,00:01:26:25,00:01:46:01,2605,3181,00:01:26:11,00:01:45:16,2075,2536,7
19,00:00:34:04,00:00:37:19,2042,2237,00:01:27:17,00:01:30:25,2627,2725,00:01:27:05,00:01:30:11,2093,2171,4
19,00:00:44:46,00:00:46:50,2684,2808,00:01:38:09,00:01:40:11,2949,3011,00:01:37:22,00:01:40:00,2350,2400,4
19,00:00:52:16,00:00:58:05,3133,3482,00:01:45:24,00:01:51:19,3174,3349,00:01:45:10,00:01:51:06,2530,2670,4
19,00:00:59:07,00:01:19:30,3544,4766,00:01:52:20,00:02:13:03,3380,3993,00:01:52:07,00:02:12:17,2695,3185,10
19,00:01:21:22,00:01:30:37,4878,5432,00:02:15:00,00:02:24:08,4050,4328,00:02:14:14,00:02:23:20,3230,3452,4
19,00:01:32:01,00:01:44:54,5516,6288,00:02:25:20,00:02:38:17,4370,4757,00:02:25:06,00:02:38:03,3486,3795,6
19,00:01:44:56,00:01:58:50,6290,7123,00:02:38:18,00:02:52:16,4758,5176,00:02:38:04,00:02:52:02,3796,4130,0
19,00:02:00:12,00:02:22:39,7205,8551,00:02:53:27,00:03:16:12,5217,5892,00:02:53:11,00:03:15:23,4163,4703,0
19,00:02:22:23,00:02:23:23,8535,8595,00:03:16:04,00:03:17:04,5884,5914,00:03:15:17,00:03:16:17,4697,4721,4
19,00:02:54:42,00:02:59:27,10472,10757,00:03:48:16,00:03:53:09,6856,6999,00:03:48:01,00:03:52:19,5473,5587,4
19,00:03:03:50,00:03:19:18,11020,11947,00:03:57:21,00:04:13:06,7131,7596,00:03:57:05,00:04:12:17,5693,6065,5
19,00:03:09:18,00:03:19:16,11347,11945,00:04:03:05,00:04:13:05,7295,7595,00:04:02:16,00:04:12:16,5824,6064,4
19,00:03:21:09,00:03:27:40,12057,12448,00:04:15:01,00:04:21:17,7651,7847,00:04:14:13,00:04:21:02,6109,6266,0
19,00:03:30:30,00:04:12:49,12618,15154,00:04:24:12,00:05:06:25,7932,9205,00:04:23:22,00:05:06:07,6334,7351,2
19,00:04:13:53,00:04:18:16,15218,15481,00:05:07:27,00:05:12:09,9237,9369,00:05:07:08,00:05:11:18,7376,7482,3
19,00:04:21:46,00:04:29:39,15691,16163,00:05:15:24,00:05:23:21,9474,9711,00:05:15:06,00:05:23:03,7566,7755,3
19,00:04:31:19,00:06:05:48,16263,21927,00:05:25:11,00:07:00:03,9761,12603,00:05:24:19,00:06:59:10,7795,10066,2
19,00:06:06:16,00:06:10:02,21955,22180,00:07:00:17,00:07:04:10,12617,12730,00:06:59:22,00:07:03:16,10078,10168,3
19,00:06:23:56,00:06:29:50,23014,23367,00:07:18:08,00:07:24:05,13148,13325,00:07:17:14,00:07:23:12,10502,10644,3
19,00:06:30:41,00:06:38:14,23418,23871,00:07:25:01,00:07:32:18,13351,13578,00:07:24:09,00:07:31:22,10665,10846,3
19,00:06:42:42,00:06:54:12,24138,24828,00:07:37:02,00:07:48:18,13712,14058,00:07:36:09,00:07:47:22,10953,11230,3
19,00:06:56:34,00:07:00:50,24970,25225,00:07:50:29,00:07:55:08,14129,14258,00:07:50:07,00:07:54:13,11287,11389,4
19,00:07:03:48,00:07:07:31,25403,25626,00:07:58:07,00:08:01:29,14347,14459,00:07:57:12,00:08:01:06,11460,11550,1
19,00:07:11:01,00:07:11:12,25836,25847,00:08:05:14,00:08:05:20,14564,14570,00:08:04:18,00:08:04:23,11634,11639,1
19,00:07:02:46,00:07:04:46,25341,25461,00:07:57:06,00:07:59:06,14316,14376,00:07:56:11,00:07:58:11,11435,11483,1
19,00:07:09:45,00:07:15:45,25760,26119,00:08:04:06,00:08:10:06,14526,14706,00:08:03:11,00:08:09:11,11603,11747,1
19,00:07:18:44,00:07:23:43,26298,26597,00:08:13:06,00:08:18:06,14796,14946,00:08:12:11,00:08:17:11,11819,11939,1
19,00:07:28:42,00:07:35:42,26896,27315,00:08:23:06,00:08:30:06,15096,15306,00:08:22:11,00:08:29:11,12059,12227,1
19,00:07:37:42,00:07:47:40,27435,28033,00:08:32:06,00:08:42:06,15366,15666,00:08:31:11,00:08:41:11,12275,12515,9
19,00:07:49:41,00:08:11:38,28153,29469,00:08:44:06,00:09:06:07,15726,16387,00:08:43:11,00:09:05:11,12563,13091,9
19,00:08:14:38,00:08:23:37,29649,30187,00:09:09:07,00:09:18:07,16477,16747,00:09:08:11,00:09:17:11,13163,13379,9
19,00:08:26:37,00:08:36:35,30367,30965,00:09:21:07,00:09:31:07,16837,17137,00:09:20:11,00:09:30:11,13451,13691,9
19,00:08:39:35,00:08:52:33,31144,31922,00:09:34:07,00:09:47:07,17227,17617,00:09:33:11,00:09:46:10,13763,14074,4
19,00:08:53:33,00:09:49:27,31982,35332,00:09:48:07,00:10:44:08,17647,19328,00:09:47:10,00:10:43:10,14098,15442,8
19,00:09:03:32,00:09:18:31,32580,33478,00:09:58:07,00:10:13:08,17947,18398,00:09:57:10,00:10:12:10,14338,14698,4
20,00:00:22:58,00:00:33:44,1377,2023,00:01:29:17,00:01:40:11,2687,3011,00:01:28:14,00:01:39:08,2126,2384,4
20,00:00:35:01,00:00:49:04,2099,2942,00:01:41:19,00:01:55:21,3049,3471,00:01:40:15,00:01:54:17,2415,2753,7
20,00:00:49:36,00:01:20:43,2974,4839,00:01:56:07,00:02:27:12,3487,4422,00:01:55:05,00:02:26:10,2765,3514,10
20,00:01:20:29,00:01:34:35,4825,5670,00:02:27:05,00:02:41:09,4415,4839,00:02:26:04,00:02:40:07,3508,3847,4
20,00:01:31:09,00:01:52:47,5464,6761,00:02:37:26,00:02:59:15,4736,5385,00:02:36:20,00:02:58:12,3764,4284,6
20,00:01:36:13,00:01:39:35,5768,5970,00:02:42:28,00:02:46:09,4888,4989,00:02:41:22,00:02:45:07,3886,3967,4
20,00:01:45:47,00:01:53:05,6341,6779,00:02:52:15,00:02:59:24,5175,5394,00:02:51:12,00:02:58:19,4116,4291,4
20,00:01:53:17,00:02:17:09,6791,8221,00:03:00:00,00:03:23:27,5400,6117,00:02:59:00,00:03:22:22,4296,4870,0
20,00:02:19:49,00:02:50:27,8381,10217,00:03:26:17,00:03:57:07,6197,7117,00:03:25:14,00:03:56:06,4934,5670,0
20,00:02:50:51,00:02:58:32,10241,10702,00:03:57:19,00:04:05:11,7129,7361,00:03:56:15,00:04:04:08,5679,5864,4
20,00:03:00:30,00:03:39:56,10820,13183,00:04:07:10,00:04:46:24,7420,8604,00:04:06:08,00:04:45:19,5912,6859,2
20,00:03:04:43,00:03:07:08,11072,11217,00:04:11:16,00:04:13:29,7546,7619,00:04:10:13,00:04:12:23,6013,6071,4
20,00:03:43:44,00:05:43:04,13411,20564,00:04:50:18,00:06:50:03,8718,12303,00:04:49:15,00:06:49:03,6951,9819,2
20,00:03:48:33,00:04:06:51,13700,14797,00:04:55:13,00:05:13:23,8863,9413,00:04:54:11,00:05:12:18,7067,7506,4
20,00:04:08:35,00:04:11:34,14901,15079,00:05:15:15,00:05:18:14,9465,9554,00:05:14:12,00:05:17:11,7548,7619,4
20,00:04:15:35,00:04:25:27,15320,15912,00:05:22:15,00:05:32:11,9675,9971,00:05:21:12,00:05:31:09,7716,7953,4
20,00:04:35:29,00:04:41:54,16513,16898,00:05:42:13,00:05:48:26,10273,10466,00:05:41:10,00:05:47:21,8194,8349,4
20,00:04:42:04,00:05:09:24,16908,18546,00:05:49:01,00:06:16:12,10471,11292,00:05:48:01,00:06:15:10,8353,9010,11
20,00:04:44:05,00:04:51:03,17028,17446,00:05:51:01,00:05:58:00,10531,10740,00:05:50:01,00:05:57:00,8401,8568,4
20,00:05:44:22,00:05:52:50,20642,21149,00:06:51:12,00:06:59:26,12342,12596,00:06:50:10,00:06:58:21,9850,10053,11
20,00:05:52:56,00:05:56:00,21155,21339,00:06:59:29,00:07:03:01,12599,12691,00:06:59:00,00:07:02:02,10056,10130,4
20,00:05:56:52,00:06:08:28,21391,22086,00:07:03:28,00:07:15:16,12718,13066,00:07:02:22,00:07:14:13,10150,10429,3
20,00:05:58:00,00:05:59:36,21459,21555,00:07:05:02,00:07:06:20,12752,12800,00:07:04:02,00:07:05:16,10178,10216,4
20,00:06:09:24,00:06:14:30,22142,22448,00:07:16:14,00:07:21:17,13094,13247,00:07:15:12,00:07:20:14,10452,10574,2
20,00:06:14:54,00:06:22:07,22472,22905,00:07:21:29,00:07:29:06,13259,13476,00:07:21:00,00:07:28:06,10584,10758,3
20,00:06:25:36,00:06:34:19,23113,23636,00:07:32:20,00:07:41:13,13580,13843,00:07:31:17,00:07:40:11,10841,11051,2
20,00:06:34:55,00:06:42:36,23672,24132,00:07:42:01,00:07:49:21,13861,14091,00:07:41:01,00:07:48:17,11065,11249,3
20,00:06:46:27,00:07:19:37,24363,26351,00:07:53:17,00:08:26:23,14207,15203,00:07:52:14,00:08:25:19,11342,12139,3
20,00:07:03:37,00:07:07:47,25392,25642,00:08:10:23,00:08:14:28,14723,14848,00:08:09:19,00:08:13:23,11755,11855,11
20,00:07:25:30,00:07:44:48,26704,27861,00:08:32:20,00:08:52:00,15380,15960,00:08:31:17,00:08:51:01,12281,12745,3
20,00:07:49:19,00:08:18:15,28131,29866,00:08:56:15,00:09:25:15,16095,16965,00:08:55:13,00:09:24:13,12853,13549,3
20,00:08:22:40,00:08:44:02,30130,31411,00:09:29:27,00:09:51:09,17097,17739,00:09:28:23,00:09:50:08,13655,14168,3
20,00:08:54:24,00:09:02:55,32032,32543,00:10:01:20,00:10:10:07,18050,18307,00:10:00:17,00:10:09:06,14417,14622,4
20,00:09:04:01,00:09:17:15,32609,33402,00:10:11:10,00:10:24:17,18340,18737,00:10:10:09,00:10:23:15,14649,14967,5
20,00:09:06:35,00:09:08:21,32763,32869,00:10:13:27,00:10:15:20,18417,18470,00:10:12:22,00:10:14:17,14710,14753,4
20,00:09:09:57,00:09:17:09,32965,33396,00:10:17:08,00:10:24:14,18518,18734,00:10:16:07,00:10:23:12,14791,14964,4
20,00:09:24:15,00:09:28:31,33822,34077,00:10:31:17,00:10:35:25,18947,19075,00:10:30:15,00:10:34:21,15135,15237,1
20,00:09:29:11,00:09:36:31,34117,34557,00:10:36:15,00:10:43:26,19095,19316,00:10:35:13,00:10:42:22,15253,15430,4
20,00:09:32:45,00:10:16:46,34331,36970,00:10:40:03,00:11:24:05,19203,20525,00:10:39:03,00:11:23:05,15339,16397,5
20,00:09:41:22,00:09:49:25,34848,35330,00:10:48:22,00:10:56:23,19462,19703,00:10:47:19,00:10:55:20,15547,15740,1
20,00:09:54:02,00:10:02:53,35607,36137,00:11:01:12,00:11:10:08,19842,20108,00:11:00:11,00:11:09:07,15851,16063,1
20,00:10:06:32,00:10:11:14,36356,36638,00:11:13:28,00:11:18:19,20218,20359,00:11:12:23,00:11:17:16,16151,16264,1
20,00:10:16:02,00:10:34:14,36926,38016,00:11:23:13,00:11:41:20,20503,21050,00:11:22:12,00:11:40:17,16380,16817,4
20,00:10:35:18,00:10:39:58,38080,38360,00:11:42:22,00:11:47:12,21082,21222,00:11:41:18,00:11:46:11,16842,16955,5
20,00:10:36:12,00:10:39:38,38134,38340,00:11:43:19,00:11:47:02,21109,21212,00:11:42:16,00:11:46:03,16864,16947,4
20,00:10:40:46,00:10:42:02,38408,38484,00:11:48:06,00:11:49:14,21246,21284,00:11:47:06,00:11:48:12,16974,17004,4
20,00:10:43:44,00:10:54:44,38586,39245,00:11:51:05,00:12:02:05,21335,21665,00:11:50:05,00:12:01:05,17045,17309,9
20,00:10:55:44,00:10:57:28,39305,39409,00:12:03:05,00:12:04:27,21695,21747,00:12:02:05,00:12:03:23,17333,17375,4
20,00:10:56:00,00:10:57:24,39321,39405,00:12:03:13,00:12:04:25,21703,21745,00:12:02:12,00:12:03:22,17340,17374,5
20,00:10:59:52,00:11:12:50,39553,40330,00:12:07:09,00:12:20:09,21819,22209,00:12:06:09,00:12:19:08,17433,17744,9
20,00:11:13:04,00:11:16:37,40344,40557,00:12:20:16,00:12:24:03,22216,22323,00:12:19:14,00:12:23:04,17750,17836,4
